"store_id","review_1","review_2","review_3","rating_1","rating_2","rating_3","food_desert"
"L7E9vWuFu1FV48YtRBesZw","This WF in midtown is super convenient if you are living or staying in the area.  Stayed at the Epicurean hotel across the street and grabbed a fresh...","Love coming to this WFM for a few reasons. One: prime location. Smack dab in the middle of Midtown. On my days off, I love shopping at AS down the street...","Just like every other whole food market out there.  Nothing special but one draw back is paid parking no validation.",5,5,3,1
"0NRcugIFwniVkYJw8Yt3PQ","Always clean and well stocked. Associates are friendly and helpful. This was a short shopping trip but I did find what I was searching for. Again this is...","Be careful with the seafood dept. you will mess around and get sick. They don't change gloves they don't wear hair nets.. the seafood has a smell to often...","This review is specific to the seafood department. 
We visited the Whole Foods Market Ponce de Leon location in Atlanta on 4/16/2022. Overall the visit was...",5,1,1,1
"08sxSN6fowRSsdf7soFCuQ","Is there anything bad that can be said about Trader Joe's? 
I don't live near one anymore since my move, so I stop in when I'm in the city. The employees...","I have no idea what happened to this location. It looks half empty, and the variety is severely lacking. With Sprouts, and the Dekalb and Buford farmers...","We call this one club TJ's because during the pandemic, there was always been a line out the door waiting to get in. I am thrilled to be close enough to...",5,3,4,1
"KbyrRWuEeK6uEbtpAUgIdg","I just love Little's. Such a hidden gem. No tables but a few counter top stools. This is part grocery store and part delicious restaurant. Just walk up and...","Best burgers in Atlanta! It's a small grocery store with a food counter like the bodegas in New York. The fries are carnival style and are also very good....","January 10, 2021

After reading the reviews we had to check out this piece of Atlanta history.  We ordered a couple of cheese burgers and fries as well as a...",5,5,5,1
"f3Z53pvKVCrC37adVI-3hg","I don't have any photos, but I will tell you... This supermarket/kitchenette has THE best authentic Mexican steak tacos in South Bend. Hands Down. 

When...","Rosales is a no frills spot on the Westside of South Bend. I didn't explore the grocery area at all, so this is only a review of the restaurant. 
They've...","Some of the best tacos in the city. Definitely worth a stop if you're in the downtown area. Their supermarket has anything you could ever need in the...",5,4,5,1
"N9VKhrYbyqtzk97l9imP9w","This was our first time visiting Martin's Super Market and it had everything we needed! We normally wouldn't shop here but we had to get a few things before...","I went to get gasoline at the station, upon entering my Credit Card it advised I had a $125 limit. I was getting gas and also a $100 gas card for my son. I...","I must tell you I came in from Southern California and they said you have to try the pork tenderloin sandwich at the Side Door Deli at the Martin's Super...",4,1,5,1
"SdPaAooXCjPXC2tI0_u8wQ","Elmwood Market has posted the current prices in their store now.

Thank you for posting your prices, Elmwood Market!

I love you again.","I moved to Buffalo from California recently and Elmwood Market was the first Bodega I went to and let me tell you this place is fantastic.  I had of course...","This place has everything, and the workers are so nice and helpful! This is my favorite corner store In buffalo to go to for fresh baked goods and subs....",5,5,5,1
"6hgHwycRxCjD4vSUTuSM3g","If I lived downtown, and didn't have the drive to get to a full-sized grocery store, this would be the stop for me. I stopped here on a Friday night to...","I feel bad for giving a much needed downtown grocery store a middling review. Braymiller's downtown location is definitely attractive: clean, bright, and...","This is a small grocery in downtown Buffalo. The shelves are not stocked the way a larger grocery would be, but there is a very wide variety of products,...",5,3,5,1
"KS2ZM8Uo_OfWhzmrFyG6Ug","I visited for the first time during the quarantine, because I couldn't find garlic and was told Guercio had the best garlic. My friends did not lie, their...","Guercios is the last of likes of several Sicilian grocery stores that dotted the west side over the last hundred+ years. The only thing missing from of...","Sad to say they're falling short of what they once were.  customer service is bad. Rude deli employees.  The stock is still ok just the deli is falling...",5,5,3,1
"wW399CRcaB5rWVIuP7ytrA","Is now ""Stronger Market"". All of the employees have been kind.
Their meat prices are okay, although I'm not exactly sure where they source their meat from....","This Market has changed owners and is now called Stronger's Market.  The meat department is not like it was, there has been no upgrades in years and half...","Nice place, friendly people. Went in to get my dog some raw bones to chew on. Had everything I needed",2,1,4,1
"zsjATczitSvJb-djTr1VMA","This is a large and well organized Aldi. 

Don't forget to bring a quarter. You will need it to get a cart. And you will want to bring your own bags unless...","Aldi is now our go to stop for buying meat and vegetables in Anderson. Store is always stocked well and cashiers are as fast as they can be. Meat is always...","Food is inexpensive and well stocked. Sometimes it's hard to get certain items, but for meat and vegetables it's priced really well. The lines can get long,...",5,4,4,1
"j_WMCP-XEzil1N9dXn50FA","If I could post a zero, I would!  The incompetence of the employees is incredible!  The person supposedly helping me, walked off to help someone else....","We were looking for an item that was sold out last time we were there.  Tried calling ahead since their parking is always a nightmare, but no one answers...","My parents are coming in to town tomorrow and Walmart has really put me in a terrible situation and is unwilling to help.  I order online as I'm disabled...",1,1,1,1
"Xb0iINWcDnpQUUyS3kNOzQ","I want to support small, local businesses, so I tried this place.  I was greeted by a friendly cashier, which was nice.  It might be a great store, but I...","One of the last small neighborhood grocery stores.  We need to do everything we can to keep small business's like this afloat.  Great selection, great...","Great meat- I always want this chicken if I'm going to fry.  Normal store items are $$$ so I wouldn't do your shopping for the week here. They don't have...",2,4,5,1
"7WlPmXW-j80iE-zgtPIsmQ","Today is Hol Saturday. The store is absolutely packed and people are going every which way. They've run out of a couple specials but they substituted so...","Hovering between 2 and 3 stars.   Why are all of the Kroger/Payless checkers so unfriendly.   I long for Trader Joe's.   I long for Meijers.

But my main...","I try staying home out of the stores yet this is what you get from Kroger/Payless on Scatterfield. I sent the OPENED bacon back to the store, just so no one...",5,3,1,1
"0qc5cSTl2lbc1e9vxWYd_Q","This kind of meat bun is terrible!  , Looks delicious on the outside, the meat inside is unpalatable, 4 meat buns are more than 10 dollars, I knew it was...","First time I came to this store yet I was surprised by what they have inside the store. Filipino groceries if you're looking for them and some other basic...","We're still fairly new to the area and decided to try this place since we needed to get some ingredients for some filipino dishes. It's a bit of a smaller...",1,5,4,1
"Vln44qnLHaFRjbU9qEH9UA","Great prices and lots of things! The fruit and veggies here are way better quality than the ones at the western blvd Walmart. It can be hectic depending on...","My dad is a retired Col and my husband is a veteran. Both my husband and my father served our country for over 40 years together. They both fought in wars...","It's ok but the produce could be a lot better and the variety of steak. It's a strict mask store as well which is neither a good nor bad thing just stating...",5,1,4,1
"GmmuHBXy0vQjCScmT7NaSw","I love to shop here but I don't go too often . My favorite things are sushi bar and salads.. they have all kinds.. the produce always looks great and I am...","Two weeks consecutive, same type of meal from the deli.  I will tell the tale of one man and the service at one place.  Sub sandwiches and olive bar.  Two...","Publix has come to North Carolina. While in Jacksonville, North Carolina on business I came across a Publix that has opened here roughly six months...",5,3,5,1
"X0UqYIEkiogkQFDgnjQigQ","I love this store.  I frequently shop here for Thai curries, noodles and various condiments.  They've never failed to have what I need.  

The lady who...","Average run of mill Asian market. A lot of their inventory is old so be aware that you should check the expiration dates on their products before you buy....","Please be careful while shopping here. Although they have a large variety, many things are expired. I managed to find a handful of things I needed that...",5,3,1,1
"Ye5j64VDN0n2gf7UpLRcUQ","Shopping with a 16oz pour? Yes please! Staff was friendly, place was clean, and a lot of food options.","I love going to this store they have such a great variety of different things other chains don't have. The produce department is beautiful and well kept. I...","This is a grocery store that is a couple of grades above. It reminds me a bit of Wegman's. The selection over all is plentiful and they do a good job at not...",5,4,5,1
"Gxo8LnsSBZOHTlQl6AK-Mg","I love Aldi.. and Aldi irritates me..Watch out when they restock the shelves..3pm when I've shopped..These grumpy associates will practically run you over...",NA,NA,3,NA,NA,1
"QTgN1iRAl-G9c6OHX9Fp0Q","Village Market is the only store in Gambier. It's pretty much a regular independently owned small town store. There's all the basic items. It has a deli...","Great one stop shop for all things food and drink. Obviously not as well-stocked as a grocery store or a Target/Walmart but it definitely better than a gas...","Are you a student who really needs ramen or any other miscellaneous food item late at night? You've come to the right place. You are not going to find any...",3,4,4,1
"5zHSVae5kksEGjOM4yBHNg","This tiny little UDF always has the cheapest gas in Mt.Vernon. I've only had to go inside for a something a couple of times but the staff was friendly every...",NA,NA,4,NA,NA,1
"FkI6Ol3BTpMKe7VMkvHDiQ","Walmart.com has a seller from Amanda at  mDesign. She's a .com seller, based in Ohio. To get a refund from her was like PULLING TEETH.
I will not buy any...","Since when can't you exchange an item for the same one a day and a half later at 6am???!!! This store is an absolute joke.","This Walmart is constantly out of stock in products of all sorts. This has been happening for a very long time. This paired with the multiple store...",1,1,1,1
"RbShpGy9pXrJbe7ZuWCj4Q","So I really didn't like Kroger before I don't know why but I prefer Walmart more. But now Kroger offers Clicklist which I really really like! PLUS, it's so...","Kroger's pharmacy on Coshocton Avenue in Mount Vernon Ohio actually does a pretty good job for the most part they are on top of everything on top of...","Carts needed brought in really bad. 
Grocery belts at check out are always dirty. 
I always have to bag my own items. 

Not the best Kroger store I've been...",4,4,3,1
"J-jP1klKmYSAD-oK7azxJw","My (Lebanese) family has been purchasing from George's for decades, and we LOVE them. The freshest, most delicious local Arabic bread I have ever been...","I love everything I've tried. I grew up on Bishops and gourmet takeaway and I'd day George's has many items they had and very delicious. I've had others...","We're the hell have I been?? I'm so upset at my self for not coming here sooner. My wife has been here before and loved the place but really loved talking...",5,4,5,1
"V3b1uc4IBiI4vRY0HrxRig","Whenever I'm craving Hispanic food I go there is very good , Also when I'm buying all of the produce I always find what I'm looking for , the staff is very...","This place never disappoints! Delicious fresh food made daily. Brings me back to my childhood. And always friendly service. They will fry the chicharone...","Ordered a tray of fried chicken for a holiday party (30 pieces for $30 bucks) Which included legs, wings, and thighs). 
Again this chicken is amazing and...",5,5,5,1
"mI8y49FdCNp0_2UN_DcWEw","Another banner year for a great food and very premium priced market.

Sadly no Christmas bonuses for all the front line workers who have help make the store...","I love Butcher Boy but the quality of their prepared food has slipped over the past 10 years.  We used to gladly pay for their chicken and potato salads but...","Chef in a butcher shop !! First off they had  Lillie's Q Carolina BBQ sauce .. I got some wings ""bell & evans"" cryovac and a bone-in ribeye on the 2.5# side...",4,4,5,1
"rOI1dQIxn93eJnD_Gfa9vQ","Never a disappointment always fresh meats the best marinated beef tips.  My favorite of all is the Steak Tips juicy I cook mine on the Ninja Foodi comes out...","If you want some good beef then this is the place for you. One of the best. They will have all the cuts you will like. Most popular is their marinated steak...","Noone beats their marinated Chicken Breast. The Pubhouse is the king. Center cut Pork chops are perfect not small at all. The smoke house is the best for...",5,4,5,1
"-PoCbyNa4xc4yvReuj5pqw","If you've never been, or haven't visited in a while, I highly recommend grabbing some pies from this neighborhood jewel. Stumbled in for my first time...","I am British and I have been going to Thwaites for pies for more than 5 year and this is the BEST shop in the US for freshly cooked and authentic...","I heard of this place several months ago and and today we took four of our grandkids on a mini road trip there to sample the savory pies. We were not...",5,5,5,1
"pJLSqH_4n0MzcprFXRFgRA","I am normally a KT fan but this location isn't good. I was in town for work and we got a pizza here because usually they are good. It was already baked and...","They only provide good customer service and lots of food/drink options because our previous corrupt socialist Republican governor Scott Walker gave kwik...","Kwik Trip has the best of everything for a Kwik Trip for gas food snacks grocery candy gum water RedBull. 
Everyone is very kind and pleasant. 
Lots of...",1,1,5,1
"09kkRowUtOfvdMlAh81E2w","My experience has been all over the years since they opened; Most everything over priced except the same old leader items that everyone else does. Rancid...","Good store, but I have become increasingly concerned over finding expired or nearly expired dates on cheese, dairy, meat and other items. Also, beware that...","I like this store and the people that work there. Most are friendly and helpful. However I was in today and purchased  milk with an expired sell by date....",1,3,2,1
"E6-nJYg1Wnqow8sMGE_yzg","Fantastic place on Washington Ave. excellent selection of Cigars and Liquor. Always friendly and if you ask they try to get you what you want","Such a cute place they have literally everything In here. I believe she was the owner she was so sweet!!! Such nice people be sure to check out the cigars...","Wow! So impressed with this place. Definitely Not your run of the mill liquor store. Beautiful store, great prices and selection and super friendly people...",5,5,5,1
"044iwVesXklv66T67c-Obw","Not a bad Pick 'n Save, clean and pretty well stocked.  Like others I've noticed that newer and younger workers have problems with communication, basic...","Used to shop here weekly, since they were  bought by Kroger, I only go here for one or two items about once a month. The selection is greatly reduced on...","Omg. What happened to my store. Wow. I hate it. They changed everything. The store is flipped flopped. Can not find nothing. The isle signs are inside the...",3,3,1,1
"SRbXC7zRHL7TInIHD-suGg","My friends and I got food from this place literally every day while staying in Racine. It's perfect for a quick takeout lunch! You can get four big tacos in...","Amazing tacos, great prices! We always make a stop here when we're in town. The tamales are also really good","The food is amazing and consistent. Still the best bean burritos in town! Everything else I've tried on the menu has been excellent as well.",5,5,5,1
"W45_Bbn_w-2pqgFV9kQe7Q","This is such a cute little neighborhood shop with good food options! There are specials and a deli counter plus all the things you would want from a local...","They have roaches like a lot of them all through your the store. As well as in the deli. Most of them time while I'm there they leave chicken out, potatoes,...","Stopped in the other morning for some brekky. I ordered a bacon egg and cheese bagel(my favorite). The  sandwich was pretty good. The employees were kind...",5,1,4,1
"PeIAxpKixg2vKC-JxQ1wUQ","In town visiting my friend, so I suggested a trip to Sevananda to pick up some loose herbs and powders to make capsules. 

The young black man that ""works""...","I use to shop here during my college days & now that I'm back in town for a while I have returned more frequently. In addition to the grocery aspect,...","The people that work here have so much knowledge when it comes to holistic medicine & making recommendations which is major . I get my seamoss (I buy the...",2,5,5,1
"r-s-G1yyETRzTALYG9js8A","We love shopping at this Whole Foods location. The staff is great, the store is so well maintained and clean, and the selection is awesome. 

My only gripe...","Very disappointed after this visit (upon many other great ones in the past). Stopped in my local Whole Foods to drop off some Amazon returns and do some...","Unfortunately I had a bad experience here.  I have bought a supplement 3+ times over the past 6+months.  I only use the goofy QR code when the agent says I...",4,2,1,1
"0lNgC2KZbkIUGve4PJwn3A","I found Sprouts on a trip to CA. It had a lot of the items I was looking for and thought it would be great to have one where I lived. 

Since then I moved...","This is my neighborhood Sprouts.  I've been coming here for years.  I mostly do my grocery shopping here and a warehouse club in the area.  

I'm actually...","Somehow the quality has gone down while prices have gone up. Thanks for price-gouging us, Sprouts.",5,4,2,1
"0EyV5VLrzWcTDI7pkXQBaA","Stopped in to check out the store since I'd never been there.  The produce looked super fresh, but unfortunately, that was really the only thing that...","Always drove by this store, but would always ignore it, not until it showed up as one of the recommended places when I opened this Yelp app. It's a...","Thought this place has become my favorite! I come here all the time since they have open even way before it was the 
fresh-n-easy. Cashier has been so...",5,3,3,1
"20n09j__6xb7JX0xe9Oo9A","When in Henderson NV, appreciated that WinCo Foods was open 24/7 so that I could pick up water, snacks and other supplies for our basketball tourney. By the...","My family loves shopping at our local Winco. Always well stocked and great prices. We've been shopping here for a few years and I had always overlooked the...","THANK YOU WINCO for actually being open 24 hours a day. I miss pre-covid when supermarkets were open 24 hours a day. Now even 24 hour McDonald's aren't open...",5,5,5,1
"1Io9xebtyhjbsDPeCxHcHg","REALLY REALLY good pie from Sprouts! Don't even need whip cream for it!

With a premise like this, you'd epect it to be a bit eclectic but nope! High...","Favorite place to grocery shop! Always have the freshest produce and fish! Plus the best sour gummy worms lol","I really like stores like Sprouts which sell many organic and more alternative foods. This particular Sprouts is very clean and has been a go to during the...",5,5,3,1
"zusdBBfwtaS2nfAXN-QBOQ","The best meat market!  Friendly atmosphere. My family and I have been getting our meat from this location for years. The butcher is great chopping up goat,...","Placed an order for $16 plates that said came w/1 side. Didn't specify which side came so picked a side salad which was the same price as the rice... got...","This is where we come to purchase delicious merguez (a lamb sausage).  They have lots of halal Items and also various unusual teas.  I am probably the only...",5,2,5,1
"kLFFtqP4VJR1TxP5XNU66w","So this is in a Ritzier area. It's priced like it. And they have way too many IPAs in their beer section. 

Pros: really good self serve bar food like Thai...","Whole Foods is a great place to shop for something different to eat. Their carrot cake is especially good.","I had ordered a product from Amazon that I needed to return and it listed this Whole Foods as the location for me to return the package to.  I kinda rolled...",4,5,5,1
"91uQB46ZSIYygGJeaf3Jww","Best store I've ever been to, I think I'd die without H-E-B NOW! It's my favorite place to go even just to walk around and look. They have the hugest...","Why does H-E-B sponsor drag shows where children are in attendance? This is child exploitation which is a FELONY in Texas","This review isn't really about H-E-B, but  rather the Pizza Shop inside...OUTSTANDING...I think this is one of the best kept secrets...I ordered the 8"" and...",5,1,5,1
"s0XXvpFfD6t9-uEk0ZH-zA","The curbside pick up is amazing! I love the process, it's so much simpler now! I think the added curbside building and the additional added parking helped a...","The Alon Market is a fave of mine! I love the pizzeria and the wine selection here! They always have the freshest produce! And one of the largest selections...","Send HEB HR this picture. This literally is illegal and can get the whole HEB Alon Market a hefty fine. This is a borderline felony to actively know you're...",5,5,1,1
"s3iZbtkyUXub9qCE3wODNw","We frequently shop here the have fresh bread  and salads , and there bakery has a good size selection of deserts, there meat dept has a sizable selection as...","I'm so happy. I found this nice grocery store while headed to a coffee shop. The curb appeal, and name of the store, caught my eye, and made me want to go...","So out of all the healthier, organic, upscale grocery stores The Fresh Market happens to be the closest to us. It's not our favorite but they do offer a lot...",5,5,4,1
"KuQ-dokC0jaKWL3-px8qGQ","Looked for comfort food while away from home. Even when it was close to closing time, staff was friendly and eager to help. Didn't have too much prepared...","Hello, I love you. I just ate fresh siopao in my car and it did not disappoint!! I'm glad I saw this in the plaza.  Now I'm home and about to chow down!...","I will add to this review later, but this is where you need to eat in town to try or have Filipino food.  I went to some nicer Filipino places while...",5,5,5,1
"nV7pkj-QvHUATwjabjoFSQ","If you are looking for authentic Mexican food near Poinciana, this is the place to go. A wide variety of food besides the standard tacos and burritos. A...","Super authentic Mexican food! Definitely a hole-in-the wall type of restaurant, with it's simplistic interior, plastic tablecloths, and television playing...","The best AUTHENTIC Mexican food you will find in Kissimmee. The tacos are with yellow corn tortillas with loads of meat options, crema, queso, and an...",5,5,5,1
"D6llBneSDJh1BoD25I9vxg","The best Filipino food! It's homestyle cooking. The place may not looks much from the outside. It is inside a grocery store but food is awesome!","A sweet mom and pop grocery store with indoor dining booths.  Got my ube fix, a sweet tuber used in dessert like treatments.  It was one of fillings for the...","I am always looking for somewhere that has fresh lumpia. It's similar to vietnamese summer rolls but a little bit different. They had them here, but it...",5,4,2,1
"qzq5pzKGcY6ydyXi_AQMsA","Great food and service - this place on weekends is mad packed. Love that they have a mercadito next door with Mexican import items plus they do their own...","This place is a hidden gem. My family and I wanted to eat some Mexican food after visiting WDW. It was a few miles away but the pictures looked good! So we...","I ordered dinner from Uber Eats and have no regrets! The food was delicious and the portions were big. I had the Platillo a la Mexicana. It included two...",4,5,5,1
"tzqBjR6tMk54CN-xu_WKpA","My coworkers and I have been to this market a few times. The prices are very close to those of Trader Joe's and cub food, and other stores. It's local good...","I like the deli and the convenience of a small store
The bakery and choice of meats great I go a long way to go there","Very nice small grocery store!
The best bakery in a grocery store in Minnesota! Yummy baked goods and is local grocery store! You should stop in!",5,5,5,1
"3aofjHH-LWEUoXBG8MFv6w","They are remodeling this store right now
They are moving some things around 
Love hy-vee!
Market grille is back at this store 
There is still wahlburgers too","I have seen this place sadly go down hill like many places over the last couple years. We used to enjoy wahlburgers but the last few times we have ordered...","Well, lo behold. After I posted my previous review, one of my fellow Yelper, Donald E messaged me to tell me that ""Hy-Vee Brooklyn Park has seating between...",5,3,4,1
"_scBT6sX4scP2YvesabMJA","This store seemed crowded and cluttered today. Shelves were all stocked, but most aisles had stacks of merchandise waiting to be shelved. Since the store...","Zero stars for pricing. Went in to buy some items today, 4th time at least that I have to get a cash exchange for sale items that rang up incorrectly. This...","Love New Hope Hy-Vee!
Nice store and they have Wahlburgers inside too!
Yummy food!",4,1,5,1
"xlsm72IstnX5a_i8ApHgGA","Today's visit was great. Surprisingly not busy for a Friday evening. 
Everything was pretty well-stocked, clean, spacious. The staff was nice. 
I *finally*...","Very friendly Aldi in a busy business center. Easy in and out. Clean, rapid cashiers and AWSOME restroom walks (I forgot to take picture). 
The whole area...","We live closer to another Aldi. We avoid it. So, we're glad that this one isn't too far from us.

This location is clean and the staff are friendly. Even...",5,5,5,1
"HBXIDn4F9qyugmLpF8xWIA","This Trader Joes is huge!
I have realized the further east you go the bigger they get! I always feel like I am going to get run over by a shopping cart...","We are currently in 2021, in amidst the COVID-19  Pandemic which started in the middle of 2020. Trader Joe's is doing an awesome job, limiting capacity, and...","Trader Joe's is pretty awesome. I live all the snacks here and the cheeses. I don't shop here too often because it's out of the way for me, I wish there was...",5,5,4,1
"Po_Ss3vOEmfblplBf6OAXQ","I just stopped by this store to grab a couple of quick items, and I was greeted by the nicest most helpful staff I've ever had the pleasure of meeting. Wow,...",NA,NA,5,NA,NA,1
"XoxhUSiKbt_5Z-13b1U3CQ","This is no longer a homelands.  Still a grocery store where you can find ridiculously cheap meat.",NA,NA,3,NA,NA,1
"AyYsZql4ZJfIkJIKiBSumw","Update...cmon corporate.  Seriously?  Went in to buy a pizza, all the toppings on one side, on the entire stack.  I see this repeat behavior as management...","Brand new Aldi's for Sand Springs. It is just off the highway. All of it is very nice and new compared to the Tulsa location. Much nicer produce and...",NA,2,4,NA,1
"nLtJP0i_i0SlDjw7PGA-Zw","I don't hate very many things in life but I'm starting to have a serious hate towards Walmart and how it's pushing the self checkout on its customers now....","I ordered a photo Christmas ornament as a gift over a month ago.  I called customer service today and found out it was delivered to this store on the 2nd....","Asked an associate where to find a product because on the app it says they had it in stock but I personally looked for it. I work in retail and will look...",1,1,1,1
"RQyoA41_3E_jLc-zDeHAqg","I had done a review for this Walmart before but apparently it disappeared. 
I had an incident where an item I ordered was lost by this store and then they...","What is the point of having a phone if you never answer it? I have called multiple days and have tried all the extensions and nobody picks up! It is very...","Today was my first time to ever try the Walmart grocery pickup. 

The process overall was easy. I ordered my items on the Walmart website the night before...",1,1,4,1
"x2ermqN6V4tTJ9nJ_v6H5g","I can honestly say, this particular location is the nicest Wal-Mart in Topeka. The shelves are stocked nicely. It's actually clean here and you see...","Walmart on Rodchester Road in Topeka, KS. has gone down in as in customer service. I can't tell yo how many people have mentioned about the shelves are not...","We stood in line for 2 1/2 hours at Walmart North and one Saturday morning for three items in your head to check out working and he did not have a self...",4,1,1,1
"rC63GVAtnAGmuIDVl_c4Fg","It's not bad! I'm a vegan, it's hard to find good options here. The staff seem ok. Good prices on spices, ok produce.","The only remaining local Mom 'n' Pop grocery store in town. Located in a food desert, so this space is a must for many locals. Small selection of groceries...","I love Titlon's. I've been going there for years - it's a bargain hunter's dreamscape, with new and different items showing up throughout the week. Yes,...",3,5,5,1
"dMZE-OESZsSsdPBMR8eSeA","Had you told me before today that there's not only a Hispanic grocery in Topeka, but that the store is just plain stunning, sparkling clean, decorated...","Clean store with high quality inexpensive veggies and meats.  They have a bakery, ice cream ciunter and fresh ready to eat desserts. Service is fast and...",NA,5,5,NA,1
"EUgYvIXbHX5IywJpb_vubA","You need to get more help at Dillons north I like the store but on days they're standing up and down every aisle anymore checkers get rid of the self...","Ordered Chinese from the deli today it was horrible couldn't even finish it. Never will they get my money again","I have been using the Dillons grocery app where they deliver your food after you placed your order the only problem is that when I order things they don't...",3,1,5,1
"7XVlmeHTpxWndpI2XW3_Vw","Haven't been to an Aldi, since Connecticut, but it was good to see all the familiar German products, and the limited choices, which sure make picking and...","I love this store.  Great prices and quality products.  Not only is the staff nice....but the customers are as well.  Maybe there is just a good vibe in...","Aldi has really improved! I love they have foods with more healthy ingredients.  Mostly not a bunch of junk when you read the labels.  Of course good...",4,5,5,1
"yrJlHOr0IHj9uctwWCca3w","I love love love this Whole Foods! 

In comparison to other locations, this Whole Foods is a largest with the greatest selection of products and produce. I...","I've been a customer of Whole Foods for decades. All locations.
In recent years since Amazon owns and runs these stores they sadly are a very compromised...","I don't normally come to this location but I was in the area this evening so I stopped by to grab a few things. I don't care for the setup of this locations...",5,2,5,1
"Zl8Z6tcK-llf8eWoD-JqVQ","This location was remodeled around 2017. They could probably take out one of the walls and extend it further out but that might be a nightmare to complete...","I haven't been to this Aldi location in a while but I had to go to the Home Depot so I decided to stop by. FYI to folks who haven't been to this location :...","The good: Great prices, you won't get lost in the store, convenient location, great items.

The bad: Why have a single checkout line? Expect to wait a half...",5,1,3,1
"yvL1gvFILSlGgqauOgZ7AA","If I lived in Columbus, this would be a regular stop for me.  This reminds me of what a grocery store used to be like before they became football field size...","Weiland's is a foodie's grocery fantasy. If you don't do a lot of cooking, you probably won't appreciate the majesty.
The back of the store is lined with...","Great shop in Clintonville ... If you don't know what to cook tonight. Just visit the shop and you find more than you can imagine including wonderful wines...",5,5,5,1
"A-ttQBS26lJWdtd2k7O07Q","Outstanding Trader Joe's location! Crowded (as they all are) but wonderful selection and pricing as always too. Cashiers were beyond friendly - very...","We bought an interesting variety of frozen foods here. We thought a nice look around would be fun. I bought a couple of things I knew we liked. The tea tree...","Trader Joe's is one of my all time favorite places to shop.  It's a rather unique grocery store but without a lot of the things found in a traditional...",5,4,4,1
"N5yvv_q8h5omlj4x5Ukv_w","I like it here. They have good selection of items I can't always find elsewhere. Nice fresh flowers from time to time. It's perfectly sized to be in and out...","I've been looking for somewhere where I can shop to reduce my plastic use. Luckys is a great place for that. They have a bulk section with nuts, seeds,...","Fully stocked. Clean. Charming inside. 

LOTS of local products. I do not do my normal grocery shopping here bc it is indeed expensive, but I love coming as...",4,1,4,1
"GSn9bgH09tsvMjG9Vsrmvg","I was a regular customer of PCH until I lived in the Seattle area. The produce is always fresh and always seasonal. I loved that they had red carrots (my...","Fantastic selection of organic produce, including things you will never see at the supermarket like foraged mushrooms, sea beans(!), a variety of asian...","Wow, what a special CSA! I haven't joined a CSA until PCH because they were always expensive and had a lot of restrictions. PCH allows you to order when you...",5,4,5,1
"uTg8OGZHMVosEL9LJJdcwg","Lunches at metropolitan markets I absolutely adore this place, sugested pro tip option ask the friendly attendant for several approx suggested paper thin...","Amazing!!!! Just amazing. 

Not all metropolitan markets are created equal. Really, they are all different. Most have that overpriced items, meats, wine,...","I love this market. The selection and ready to eat food items. What I don't love is extremely dirty looks from a lady named Bridgette who is checking me out...",5,4,2,1
"fQtzbd65SvGeXidd9ZGX9w","This isn't anymore than a little knock-about place, but it has its charms, great carbohydrate selection (chips, sodas, desserts), and...","Great place for a sandwich and a beer...they have a great selection of beers on tap and in the case. I had their most popular sandwich, cheesy British, it...","Awesome deli sandwiches, snack variety, and beer selection. The Cheesy British and California sandwiches are my go-to orders. Definitely pick up a bag of...",5,5,5,1
"AqjBw9__o6nC_44HheJTKQ","I'm a self proclaimed fruit connoisseur. I come here for the good quality fruit and also their awesome selection of Uli's sausage (try the chicken ones!). I...","The place was close to where we were staying.  The place was clean and had a good selection of produce.  
I even got a bamboo steamer.","Contrary to its name, this place is probably pricier than Whole Foods and maybe even Metropolitan Market. However the sandwiches here rule. And unlike a lot...",5,3,4,1
"vsrTX-yvEgCXOI3nYv7klA","Came to this Trader Joe's location for the first time a couple of weeks ago.  I was able to find everything that I was looking for.  Staff that I'd...","Trader Joe's in West Seattle has two parking lots. There is a parking lot at the entrance of the shop and a covered parking lot on the 39th Ave SW side. It...","Honestly, how can you not love TJ's?

The variety of culture incorporated in the food available in store is so lovely to see. 

It's affordable. It's clean...",5,5,5,1
"IIoepH0NUJvjRW2lj1hcfw","I recently started shopping here. Due to work I find myself in hingham and was told about their amazing salad bar. And yes it is. So much variety. But why I...","What is happening with this store?  I stopped in tonight on my way home from work.  There is NOTHING in this store.  Scraps.  No hot food bar.  Pizza...","I mean, we're looking at a Whole Foods - medium in size, well-stocked for what's needed, in a center of Shoppes that permits ample (if poorly engineered)...",5,1,4,1
"VIfx83hOOLUFdqyg-PWoNw","This is not the Whole Foods that I typically shop in but this is the WF that provides door to door delivery service in my area.  Even pre-Covid there were...","I haven't been to this location in person in forever. I selected my items and walked to the self checkout/express lane and Peter, the manager shoes me off...","Absolute garbage, this place is definitely not what Wholefoods is about. I asked for a sandwich at the prepared foods/ Deli area, I was told, something...",4,1,1,1
"mHQoTrx4PTDu-6i1UEqYJQ","I HOPE SOMEONE IN CORPORATE OFFICE FOR MARKET BASKET READS THIS!!!!
You have a great opportunity to expand MARKET BASKET TO HIT MORE OF THE PUBLIC!
ROCHE...","Today Market Kitchen only had one person working the sandwich section and the line was backed up like crazy... This poor employee was working nonstop and...","They have the best hot subs...but they never have the chicken in stock for the chicken bomb...first thing they need to do is put it on the menu....it's like...",5,1,1,1
